t,ts_us,scan_rate,rpm_master,rpm_follower,rpm_output,pos0,pos1,rev1,ferr1_cnt,ferr1_deg,engaged,ratio,sync_err_cnt,sync_err_deg,demo_auto,demo_speed,jog1,trip1,g_trip_fb,fault0,fault1,state0,state1,lockout,run_ok,ao1,ai1,valve_cmd_v,valve_fb_v,coupler_ok,servo_ok
64.57,822816043,411.6,-91.28,-268.37,-26.84,-978998915,19043423,3.6906,-478997,-20.56,1,3.0,1857925,79.73,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
64.77,823020092,401.9,-90.94,-279.93,-27.99,-986984772,16448947,3.3973,-344521,-14.79,1,3.0,1655496,71.05,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
64.97,823227551,404.9,-82.52,-247.65,-24.76,-994167802,14055439,3.0969,-471013,-20.21,1,3.0,1652990,70.94,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
65.18,823436108,398.0,-81.02,-242.31,-24.23,-1001233202,11692882,2.8001,-598456,-25.68,1,3.0,1675261,71.89,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
65.38,823645222,406.5,-93.53,-275.66,-27.57,-1009292528,8958546,2.4961,-414120,-17.77,1,3.0,1818943,78.06,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
65.58,823851503,402.4,-89.24,-271.37,-27.14,-1017118749,6384841,2.1993,-330415,-14.18,1,3.0,1713837,73.55,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
65.78,824055363,402.2,-79.36,-239.56,-23.96,-1023946513,4122820,1.906,-528394,-22.68,1,3.0,1672136,71.76,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
65.98,824262384,405.8,-89.8,-266.7,-26.67,-1031665917,1523554,1.6056,-449128,-19.27,1,3.0,1750530,75.12,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
66.18,824463690,417.3,-92.02,-273.26,-27.33,-1039356835,-1066229,1.3052,-379345,-16.28,1,3.0,1828961,78.49,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
66.38,824667547,397.3,-81.18,-251.35,-25.14,-1046520748,-3380089,1.0155,-495485,-21.26,1,3.0,1606628,68.95,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
66.58,824869826,395.5,-83.43,-243.37,-24.34,-1053403316,-5739497,0.7294,-536077,-23.01,1,3.0,1802284,77.35,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
66.78,825070837,398.0,-90.84,-273.07,-27.31,-1061077423,-8292290,0.4433,-383284,-16.45,1,3.0,1786556,76.67,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
66.99,825273420,404.8,-89.61,-271.54,-27.15,-1068768166,-10830263,0.1501,-305311,-13.1,1,3.0,1709732,73.37,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
67.19,825479349,403.1,-78.06,-233.16,-23.32,-1075481113,-13077564,-0.1467,-548010,-23.52,1,3.0,1738688,74.62,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
67.39,825686334,405.8,-90.19,-268.96,-26.9,-1083264471,-15687607,-0.4472,-457967,-19.65,1,3.0,1785459,76.62,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
67.59,825788052,412.9,-93.31,-285.19,-28.52,-1087320219,-17014520,-0.5974,-391054,-16.78,1,3.0,1710450,73.4,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
67.79,825994404,397.4,-85.65,-256.85,-25.68,-1094730241,-19485646,-0.8906,-379928,-16.3,1,3.0,1713806,73.55,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
67.99,826203046,402.6,-81.11,-241.86,-24.19,-1101785317,-21851670,-1.191,-533904,-22.91,1,3.0,1756802,75.39,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
68.19,826413063,400.0,-89.47,-268.27,-26.83,-1109662527,-24478640,-1.4914,-426934,-18.32,1,3.0,1760502,75.55,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
68.39,826619498,406.9,-89.14,-267.8,-26.78,-1117391814,-27051401,-1.7918,-374173,-16.06,1,3.0,1749498,75.08,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
68.59,826821323,406.3,-81.45,-244.94,-24.49,-1124303432,-29349585,-2.0851,-535989,-23.0,1,3.0,1732432,74.35,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
68.8,827032323,412.3,-93.45,-277.94,-27.79,-1132502582,-32106366,-2.3962,-389208,-16.7,1,3.0,1803625,77.4,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
69.0,827237383,404.8,-86.0,-261.02,-26.1,-1139985759,-34571893,-2.6931,-413681,-17.75,1,3.0,1717029,73.69,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
69.2,827446383,401.9,-83.46,-250.39,-25.04,-1147302331,-37010701,-2.9935,-494873,-21.24,1,3.0,1716881,73.68,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
69.4,827653320,405.9,-88.79,-262.22,-26.22,-1154888768,-39579539,-3.2939,-446035,-19.14,1,3.0,1836958,78.83,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
69.6,827861435,403.6,-88.64,-269.79,-26.98,-1162738837,-42158802,-3.5943,-386772,-16.6,1,3.0,1724678,74.02,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
69.8,828071438,395.2,-83.91,-253.58,-25.36,-1170184078,-44622324,-3.8911,-413250,-17.73,1,3.0,1670003,71.67,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
70.0,828278306,391.6,-83.44,-248.2,-24.82,-1177362539,-47035675,-4.1808,-429899,-18.45,1,3.0,1731595,74.31,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
70.2,828478817,418.9,-88.73,-265.07,-26.51,-1184793504,-49523161,-4.4812,-462413,-19.84,1,3.0,1763088,75.66,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
70.41,828683851,395.1,-87.2,-266.86,-26.69,-1192443196,-52022961,-4.7709,-392613,-16.85,1,3.0,1612796,69.21,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
70.61,828890441,401.8,-80.36,-235.94,-23.59,-1199257891,-54344010,-5.0677,-561564,-24.1,1,3.0,1761248,75.58,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
70.81,829092801,395.3,-90.37,-271.98,-27.2,-1206952874,-56900739,-5.3538,-404835,-17.37,1,3.0,1736452,74.52,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
71.01,829294578,401.4,-88.83,-265.68,-26.57,-1214447820,-59406739,-5.6435,-328835,-14.11,1,3.0,1759506,75.51,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
71.21,829494853,414.4,-78.76,-239.25,-23.92,-1221146855,-61612068,-5.9403,-613506,-26.33,1,3.0,1676458,71.95,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
71.41,829696593,401.5,-88.27,-260.14,-26.01,-1228484187,-64101784,-6.23,-553790,-23.77,1,3.0,1808274,77.6,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
71.61,829900678,387.1,-91.11,-274.38,-27.44,-1236313034,-66701485,-6.5125,-324089,-13.91,1,3.0,1778530,76.33,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
71.81,830102382,396.6,-83.44,-254.09,-25.41,-1243478338,-69054445,-6.7986,-371129,-15.93,1,3.0,1672106,71.76,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
72.01,830304703,385.5,-77.04,-233.01,-23.3,-1250069307,-71233499,-7.0776,-532075,-22.83,1,3.0,1618299,69.45,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
72.22,830506764,415.7,-87.44,-258.55,-25.85,-1257373257,-73703759,-7.378,-581815,-24.97,1,3.0,1725129,74.03,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
72.42,830708939,395.7,-93.71,-281.11,-28.11,-1265319205,-76352605,-7.6641,-332969,-14.29,1,3.0,1725719,74.06,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
72.62,830910530,401.8,-81.11,-244.64,-24.46,-1272214116,-78638733,-7.9538,-476841,-20.46,1,3.0,1689192,72.49,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
72.82,831113888,398.3,-83.14,-245.9,-24.59,-1279205401,-81002420,-8.2434,-543154,-23.31,1,3.0,1788968,76.77,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
73.02,831221299,400.3,-88.27,-267.81,-26.78,-1283227176,-82327940,-8.3972,-507634,-21.79,1,3.0,1743753,74.83,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
73.22,831429257,399.1,-92.93,-275.14,-27.51,-1291226897,-85029726,-8.6941,-295848,-12.7,1,3.0,1849390,79.37,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
73.42,831631093,421.1,-81.86,-252.09,-25.21,-1298340484,-87339605,-8.998,-535969,-23.0,1,3.0,1665440,71.47,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
73.62,831834976,397.3,-86.2,-256.97,-25.7,-1305665484,-89796801,-9.2877,-508773,-21.83,1,3.0,1712028,73.47,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
73.82,832037754,379.7,-85.37,-254.95,-25.49,-1312893331,-92216992,-9.5631,-398582,-17.11,1,3.0,1744754,74.88,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
74.02,832239644,396.3,-76.58,-238.94,-23.89,-1319637853,-94378519,-9.7916,-154055,-6.61,1,3.0,1484813,63.72,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
74.23,832441304,381.8,-27.52,-101.33,-10.13,-1322494754,-95154345,-9.8687,-25029,-1.07,1,3.0,955390,41.0,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
74.43,832651438,380.7,-0.17,-6.86,-0.69,-1322696323,-95159469,-9.7991,564095,24.21,1,3.0,769193,33.01,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
74.63,832855237,377.8,64.42,170.02,17.0,-1317852057,-93324000,-9.5881,498426,21.39,1,3.0,107052,4.59,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
74.83,833062316,376.7,83.9,245.35,24.54,-1310748735,-90894829,-9.3092,409255,17.56,1,3.0,-77139,-3.31,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
75.03,833270249,379.9,83.82,250.81,25.08,-1303457426,-88458113,-9.0266,342539,14.7,1,3.0,-95978,-4.12,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
