t,ts_us,scan_rate,rpm_master,rpm_follower,rpm_output,pos0,pos1,rev1,ferr1_cnt,ferr1_deg,engaged,ratio,sync_err_cnt,sync_err_deg,demo_auto,demo_speed,jog1,trip1,g_trip_fb,fault0,fault1,state0,state1,lockout,run_ok,ao1,ai1,valve_cmd_v,valve_fb_v,coupler_ok,servo_ok
0.22,758427510,,,,,-916760136,40427412,6.3406,367014,15.75,1,,,,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
0.42,758628455,403.1,80.88,243.06,24.31,-909931491,42699693,6.6303,524733,22.52,1,,,,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
0.62,758837367,397.3,89.9,266.91,26.69,-902135596,45325524,6.9271,388902,16.69,1,,,,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
0.82,759040001,414.5,88.44,269.0,26.9,-894514710,47830936,7.2275,403490,17.32,1,,,,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
1.02,759241486,402.0,81.69,248.74,24.87,-887507676,50132100,7.5172,532326,22.84,1,,,,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
1.22,759448409,401.1,88.79,262.36,26.24,-879917750,52700906,7.814,453520,19.46,1,,,,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
1.43,759652296,407.1,87.71,265.52,26.55,-872349117,55201237,8.1109,443189,19.02,1,,,,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
1.63,759856045,392.6,84.34,252.68,25.27,-865151095,57603896,8.397,440530,18.91,1,,,,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
1.83,760057169,417.7,84.86,249.8,24.98,-858127000,59990132,8.6974,574294,24.65,1,,,,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
2.03,760259149,386.2,89.33,270.94,27.09,-850475938,62512778,8.9763,391648,16.81,1,,,,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
2.23,760461876,379.8,82.28,247.79,24.78,-843452763,64844782,9.2517,369644,15.86,1,3.0,0,0.0,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
2.43,760665140,378.8,76.24,231.93,23.19,-836861561,67011353,9.5271,513073,22.02,1,3.0,91489,3.93,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
2.63,760876040,398.3,80.49,244.48,24.45,-829652692,69384563,9.7794,256663,11.01,1,3.0,180728,7.76,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
2.83,761081458,404.1,34.03,121.43,12.14,-826165385,70361935,9.8685,26291,1.13,1,3.0,735919,31.58,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
3.03,761283755,400.4,0.84,6.65,0.66,-825977435,70385580,9.797,-596754,-25.61,1,3.0,852934,36.6,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
3.23,761485592,396.4,-70.84,-181.82,-18.18,-831108091,68386420,9.5736,-471994,-20.26,1,3.0,1719758,73.8,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
3.44,761687794,415.4,-90.18,-269.79,-26.98,-838734965,65837026,9.2732,-442600,-18.99,1,3.0,1741066,74.72,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
3.64,761890790,394.1,-81.57,-250.69,-25.07,-845849781,63522023,8.9871,-527597,-22.64,1,3.0,1571259,67.43,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
3.84,762093604,379.7,-84.16,-244.58,-24.46,-852785092,61135588,8.7117,-451162,-19.36,1,3.0,1795253,77.04,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
4.04,762296327,394.6,-87.62,-262.25,-26.23,-860217987,58652057,8.4256,-367631,-15.78,1,3.0,1812951,77.8,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
4.24,762502327,402.9,-86.33,-262.66,-26.27,-867782779,56165589,8.1288,-371163,-15.93,1,3.0,1707563,73.28,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
4.44,762710331,399.0,-82.27,-245.26,-24.53,-874915144,53773144,7.8319,-468718,-20.12,1,3.0,1752533,75.21,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
4.64,762915241,395.3,-85.82,-257.78,-25.78,-882300053,51314591,7.5423,-440165,-18.89,1,3.0,1743283,74.81,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
4.84,763126362,393.1,-88.04,-264.74,-26.47,-890114308,48715784,7.2454,-331358,-14.22,1,3.0,1725449,74.05,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
5.04,763329404,398.9,-77.49,-235.16,-23.52,-896789908,46516154,6.9557,-561728,-24.11,1,3.0,1648739,70.76,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
5.25,763533037,378.1,-85.1,-254.85,-25.49,-904045572,44093319,6.6804,-448893,-19.26,1,3.0,1661580,71.31,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
5.45,763738636,379.4,-85.06,-252.34,-25.23,-911299150,41648356,6.4014,-343930,-14.76,1,3.0,1742891,74.8,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
5.65,763946919,379.3,-77.2,-235.92,-23.59,-918169021,39400279,6.1189,-465853,-19.99,1,3.0,1617251,69.4,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
5.85,764053271,366.7,-75.33,-224.9,-22.49,-921513049,38280220,5.9794,-515794,-22.14,1,3.0,1633400,70.1,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
6.05,764261275,379.8,-85.34,-253.25,-25.32,-928877689,35798417,5.6969,-403991,-17.34,1,3.0,1714169,73.56,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
6.25,764469224,375.1,-82.61,-249.53,-24.95,-936132490,33396703,5.4179,-342277,-14.69,1,3.0,1664510,71.43,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
6.45,764678267,377.9,-78.49,-237.64,-23.76,-943077840,31102749,5.1354,-418323,-17.95,1,3.0,1601022,68.71,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
6.65,764880516,360.9,-75.89,-226.45,-22.64,-949480939,28956881,4.8743,-462455,-19.85,1,3.0,1635527,70.19,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
6.85,765082162,401.7,-84.77,-253.41,-25.34,-956625082,26567091,4.5847,-502665,-21.57,1,3.0,1660754,71.27,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
7.05,765284846,375.0,-84.11,-253.45,-25.34,-963807094,24183702,4.3129,-399276,-17.14,1,3.0,1628909,69.91,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
7.26,765486512,376.9,-76.13,-227.55,-22.75,-970222808,22037293,4.0411,-532867,-22.87,1,3.0,1652422,70.91,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
7.46,765688276,376.7,-82.54,-244.24,-24.42,-977112428,19708912,3.7693,-484486,-20.79,1,3.0,1747945,75.01,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
7.66,765897890,372.1,-85.21,-258.85,-25.89,-984698370,17211840,3.4903,-327414,-14.05,1,3.0,1653219,70.95,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
7.86,766106287,379.1,-80.62,-241.84,-24.18,-991744617,14862844,3.2078,-348418,-14.95,1,3.0,1653960,70.98,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
8.06,766309276,374.4,-74.31,-221.43,-22.14,-998028739,12753882,2.936,-519456,-22.29,1,3.0,1696724,72.82,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
8.26,766517241,379.9,-85.25,-255.12,-25.51,-1005446453,10275290,2.6535,-410864,-17.63,1,3.0,1714786,73.59,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
8.46,766721443,396.7,-86.91,-262.14,-26.21,-1012930315,7793936,2.3638,-359510,-15.43,1,3.0,1674986,71.88,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
8.66,766926386,375.7,-77.11,-236.74,-23.67,-1019713581,5584622,2.0884,-460196,-19.75,1,3.0,1519662,65.22,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
8.87,767130580,377.1,-79.14,-228.19,-22.82,-1026228094,3325418,1.8131,-510992,-21.93,1,3.0,1782761,76.51,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
9.07,767340406,376.5,-81.6,-248.57,-24.86,-1033520200,931508,1.5305,-487082,-20.9,1,3.0,1672385,71.77,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
9.27,767546757,373.2,-85.65,-258.43,-25.84,-1040975914,-1539545,1.2552,-326029,-13.99,1,3.0,1629830,69.94,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
9.47,767754913,379.5,-74.68,-225.18,-22.52,-1047529148,-3712916,0.9726,-522658,-22.43,1,3.0,1596709,68.52,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
9.67,767961650,377.3,-80.41,-238.18,-23.82,-1054413416,-6037083,0.6937,-538491,-23.11,1,3.0,1684942,72.31,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
9.87,768169527,380.0,-86.27,-260.74,-26.07,-1061991330,-8544365,0.4112,-401209,-17.22,1,3.0,1628874,69.9,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
10.07,768276249,374.8,-86.43,-252.48,-25.25,-1065758563,-9833960,0.2681,-311614,-13.37,1,3.0,1730426,74.26,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
10.27,768485186,373.3,-74.99,-228.15,-22.82,-1072423197,-12024458,-0.0108,-461116,-19.79,1,3.0,1637286,70.26,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
10.47,768692173,381.7,-81.23,-241.86,-24.19,-1079422251,-14375030,-0.2934,-480544,-20.62,1,3.0,1689948,72.52,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
10.68,768900161,379.8,-87.48,-261.49,-26.15,-1087026176,-16918750,-0.5759,-306824,-13.17,1,3.0,1717183,73.69,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
10.88,769108195,379.7,-80.04,-241.9,-24.19,-1094061869,-19246825,-0.8584,-348749,-14.97,1,3.0,1665715,71.48,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
11.08,769317168,378.0,-77.38,-232.37,-23.24,-1100851057,-21507719,-1.141,-457855,-19.65,1,3.0,1659209,71.21,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
11.28,769524146,372.0,-83.1,-249.54,-24.95,-1108072219,-23912476,-1.4163,-363098,-15.58,1,3.0,1652318,70.91,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
11.48,769725677,397.0,-83.21,-249.73,-24.97,-1115108749,-26257130,-1.7024,-418444,-17.96,1,3.0,1649750,70.8,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
11.68,769929760,367.5,-77.43,-234.84,-23.48,-1121809469,-28466480,-1.9706,-459094,-19.7,1,3.0,1577080,67.68,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
11.88,770131700,371.4,-79.66,-235.98,-23.6,-1128471887,-30715635,-2.2389,-459939,-19.74,1,3.0,1662127,71.33,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
12.08,770333853,371.0,-83.18,-247.45,-24.74,-1135465488,-33066589,-2.5071,-358985,-15.41,1,3.0,1721388,73.87,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
12.28,770537535,378.0,-82.2,-247.88,-24.79,-1142524364,-35407287,-2.7825,-328287,-14.09,1,3.0,1684606,72.3,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
12.48,770739612,400.8,-76.9,-230.63,-23.06,-1149040178,-37579974,-3.0721,-585600,-25.13,1,3.0,1686853,72.39,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
12.69,770949147,357.9,-83.37,-249.69,-24.97,-1156354965,-40022413,-3.3404,-393161,-16.87,1,3.0,1699383,72.93,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
12.89,771156142,381.7,-84.25,-253.57,-25.36,-1163693378,-42460497,-3.6229,-325077,-13.95,1,3.0,1675222,71.89,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
13.09,771364123,379.8,-77.12,-232.09,-23.21,-1170442146,-44703068,-3.9054,-452506,-19.42,1,3.0,1654167,70.99,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
13.29,771572123,379.8,-81.09,-241.25,-24.12,-1177457716,-47061308,-4.1879,-464266,-19.92,1,3.0,1713317,73.53,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
13.49,771780199,379.7,-86.13,-258.1,-25.81,-1184966274,-49566960,-4.4705,-328614,-14.1,1,3.0,1721715,73.89,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
13.69,771983307,389.0,-80.25,-245.56,-24.56,-1191939388,-51845720,-4.753,-419854,-18.02,1,3.0,1584881,68.02,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
13.89,772185880,365.3,-73.89,-219.49,-21.95,-1198155857,-53938446,-5.0176,-547128,-23.48,1,3.0,1646590,70.66,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
14.09,772393306,371.2,-85.39,-252.49,-25.25,-1205478267,-56414687,-5.293,-380887,-16.35,1,3.0,1752903,75.23,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
14.29,772501115,361.8,-79.78,-242.28,-24.23,-1209130077,-57617227,-5.4325,-348347,-14.95,1,3.0,1708713,73.33,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
14.5,772707098,373.8,-81.19,-243.81,-24.38,-1216151354,-59955264,-5.7079,-320310,-13.75,1,3.0,1701547,73.02,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
14.7,772915097,384.6,-75.32,-228.55,-22.85,-1222797623,-62145462,-5.994,-530112,-22.75,1,3.0,1625872,69.77,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
14.9,773116903,391.5,-84.03,-248.73,-24.87,-1229815492,-64516394,-6.2765,-529180,-22.71,1,3.0,1720799,73.85,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
15.1,773320843,382.5,-89.17,-266.5,-26.65,-1237414193,-67058826,-6.5554,-326748,-14.02,1,3.0,1749394,75.08,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
15.3,773527561,372.5,-76.56,-234.63,-23.46,-1244195342,-69271651,-6.8308,-423923,-18.19,1,3.0,1606720,68.95,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
15.5,773736858,382.2,-77.1,-228.88,-22.89,-1250892879,-71527677,-7.1169,-567897,-24.37,1,3.0,1677261,71.98,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
15.7,773944834,384.7,-87.11,-257.73,-25.77,-1258386960,-74060567,-7.403,-435007,-18.67,1,3.0,1781850,76.47,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
15.9,774153300,388.6,-87.8,-263.14,-26.31,-1266056445,-76619588,-7.6927,-305986,-13.13,1,3.0,1789428,76.79,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
16.1,774355730,390.3,-77.72,-241.85,-24.18,-1272901181,-78819232,-7.9752,-476342,-20.44,1,3.0,1543624,66.25,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
16.3,774556778,383.0,-83.18,-242.43,-24.24,-1279715509,-81157302,-8.2506,-448272,-19.24,1,3.0,1743506,74.82,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
16.51,774757883,397.8,-84.23,-249.29,-24.93,-1286724775,-83525521,-8.5367,-480053,-20.6,1,3.0,1838897,78.92,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
16.71,774959639,386.6,-87.22,-269.75,-26.98,-1294333760,-85985643,-8.8156,-359931,-15.45,1,3.0,1610278,69.11,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
16.91,775162321,379.9,-75.59,-221.67,-22.17,-1300615157,-88127580,-9.091,-527994,-22.66,1,3.0,1754692,75.3,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
17.11,775365143,379.6,-85.05,-254.72,-25.47,-1307838260,-90539197,-9.3664,-426377,-18.3,1,3.0,1766440,75.81,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
17.31,775574974,390.8,-84.95,-258.74,-25.87,-1315428919,-93031342,-9.6564,-367032,-15.75,1,3.0,1652216,70.91,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
17.51,775782196,400.5,-60.66,-196.35,-19.63,-1321117391,-94788636,-9.8385,-136938,-5.88,1,3.0,1235626,53.03,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
17.71,775986057,392.4,-14.08,-55.65,-5.56,-1322703475,-95189984,-9.8585,96410,4.14,1,3.0,853586,36.63,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
17.91,776194062,394.2,27.67,55.37,5.54,-1321093165,-94385333,-9.7207,447959,19.22,1,3.0,49943,2.14,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
18.11,776401060,405.8,78.75,232.36,23.24,-1314368451,-92106147,-9.4379,540573,23.2,1,3.0,-62901,-2.7,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
18.32,776610102,392.3,89.18,268.87,26.89,-1306510450,-89499746,-9.1447,394172,16.92,1,3.0,-24103,-1.03,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
18.52,776817090,391.3,86.82,260.35,26.04,-1298976153,-86987257,-8.855,311683,13.38,1,3.0,-27273,-1.17,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
18.72,777019044,411.0,79.21,240.76,24.08,-1292178314,-84750867,-8.5582,565293,24.26,1,3.0,61396,2.63,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
18.92,777121089,392.0,85.57,247.31,24.73,-1288650007,-83530045,-8.4151,544471,23.37,1,3.0,-72763,-3.12,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
19.12,777322311,387.6,89.03,266.86,26.69,-1281142407,-81025270,-8.1362,379696,16.29,1,3.0,-79488,-3.41,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
19.32,777524244,411.0,85.95,261.49,26.15,-1273759901,-78598821,-7.8393,443247,19.02,1,3.0,23671,1.02,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
19.52,777726955,384.8,77.44,237.02,23.7,-1267042445,-76404220,-7.5604,588646,25.26,1,3.0,157324,6.75,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
19.72,777929238,380.7,84.87,247.87,24.79,-1260032381,-74003919,-7.285,498345,21.39,1,3.0,-33515,-1.44,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
19.93,778133709,386.4,86.9,259.6,25.96,-1252611197,-71519782,-7.0025,384208,16.49,1,3.0,-64742,-2.78,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
20.13,778343817,390.3,84.79,259.55,25.96,-1244986772,-69029004,-6.7092,353430,15.17,1,3.0,87349,3.75,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
20.33,778550117,387.8,76.79,226.1,22.61,-1238465293,-66814065,-6.4231,538491,23.11,1,3.0,-35989,-1.54,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
20.53,778759740,386.4,85.52,254.74,25.47,-1230999638,-64307641,-6.1334,462067,19.83,1,3.0,-89606,-3.85,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
20.73,778968509,383.2,86.57,264.43,26.44,-1223281557,-61780804,-5.8473,335230,14.39,1,3.0,47964,2.06,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
20.93,779175164,387.1,79.94,241.53,24.15,-1216303131,-59471058,-5.5612,425484,18.26,1,3.0,97152,4.17,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
21.13,779377005,391.4,81.46,236.62,23.66,-1209625916,-57172384,-5.2787,496810,21.32,1,3.0,-121655,-5.22,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
21.33,779587004,381.0,86.89,266.82,26.68,-1201792225,-54621384,-4.9926,345810,14.84,1,3.0,59036,2.53,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
21.53,779787415,409.2,86.44,256.94,25.69,-1194592986,-52199294,-4.6993,383720,16.47,1,3.0,-7995,-0.34,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
21.74,779989797,385.4,75.65,231.05,23.11,-1188055294,-50058888,-4.4204,583314,25.03,1,3.0,108479,4.66,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
21.94,780192618,384.6,85.19,247.96,24.8,-1181023901,-47643174,-4.1414,507600,21.78,1,3.0,-107270,-4.6,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
22.14,780395387,389.6,88.03,269.81,26.98,-1173374952,-45147721,-3.8589,382147,16.4,1,3.0,55320,2.37,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
22.34,780596161,403.4,83.88,251.44,25.14,-1166317074,-42793237,-3.5692,457663,19.64,1,3.0,49746,2.13,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
22.54,780798306,425.4,87.44,258.23,25.82,-1159018910,-40321915,-3.2617,566341,24.3,1,3.0,-66056,-2.83,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
22.74,781000129,411.3,90.3,269.76,26.98,-1151407069,-37774053,-2.9649,508479,21.82,1,3.0,-97801,-4.2,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
22.94,781202371,400.5,88.72,269.35,26.94,-1143791014,-35265414,-2.6752,429840,18.45,1,3.0,-7663,-0.33,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
23.14,781405549,398.7,82.17,246.4,24.64,-1136791800,-32931365,-2.3855,525791,22.56,1,3.0,-10596,-0.45,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
23.34,781608354,399.4,89.85,269.63,26.96,-1129146756,-30383635,-2.0958,408061,17.51,1,3.0,-8742,-0.38,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
23.54,781808987,398.7,87.25,261.15,26.12,-1121821262,-27936232,-1.8097,360658,15.48,1,3.0,-25457,-1.09,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
23.75,782017007,403.8,83.35,248.58,24.86,-1114591714,-25512021,-1.5093,456447,19.59,1,3.0,-68542,-2.94,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
23.95,782223980,386.5,85.24,255.14,25.51,-1107208642,-23045352,-1.2232,389778,16.73,1,3.0,-85477,-3.67,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
24.15,782433961,395.3,86.63,260.65,26.07,-1099556518,-20502192,-0.9264,336618,14.45,1,3.0,-62833,-2.7,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
24.35,782642042,384.5,78.19,241.52,24.15,-1092530145,-18227520,-0.6403,461946,19.82,1,3.0,139524,5.99,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
24.55,782849993,394.3,85.0,248.24,24.82,-1085312847,-15756149,-0.347,450575,19.34,1,3.0,-57291,-2.46,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
24.75,783052023,405.9,89.84,270.66,27.07,-1077667731,-13218556,-0.0538,372982,16.01,1,3.0,-24954,-1.07,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
24.95,783155234,377.9,82.27,247.04,24.7,-1074102985,-12031470,0.0857,355896,15.27,1,3.0,-21466,-0.92,1,30000,0,0,0,0,0,4,4,0,1,0,166,0.0,0.052,1,1
25.15,783360989,388.8,81.08,248.23,24.82,-1066962138,-9698983,0.3718,423409,18.17,1,3.0,121920,5.23,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
25.35,783567980,391.3,80.59,237.99,23.8,-1060074786,-7366617,0.6615,521043,22.36,1,3.0,12174,0.52,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
25.56,783775978,389.4,89.08,266.24,26.62,-1052332551,-4776292,0.9512,360718,15.48,1,3.0,-16566,-0.71,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
25.76,783985987,395.2,85.64,257.12,25.71,-1044783294,-2261830,1.248,336256,14.43,1,3.0,-10695,-0.46,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
25.96,784186533,413.9,78.0,234.95,23.49,-1038195801,-74939,1.5448,639365,27.44,1,3.0,16125,0.69,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
26.16,784390732,386.9,89.59,265.65,26.57,-1030611665,2482705,1.8274,451721,19.39,1,3.0,-72671,-3.12,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
26.36,784597039,387.8,88.77,267.68,26.77,-1022890721,5043041,2.1135,291385,12.5,1,3.0,-32735,-1.4,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
26.56,784806625,391.2,74.75,227.13,22.71,-1016235191,7233530,2.4067,560896,24.07,1,3.0,51328,2.2,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
26.76,785012634,393.2,84.2,250.85,25.09,-1009010131,9658640,2.6964,565786,24.28,1,3.0,1058,0.05,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
26.96,785221166,412.4,94.53,277.33,27.73,-1000924678,12414600,3.004,389826,16.73,1,3.0,-181369,-7.78,1,30000,0,0,0,0,0,4,4,0,1,0,156,0.0,0.049,1,1
27.16,785422960,401.4,88.13,273.48,27.35,-993209152,14900982,3.2936,333444,14.31,1,3.0,75011,3.22,1,30000,0,0,0,0,0,4,4,0,1,0,146,0.0,0.046,1,1
