t_s,cmd_V,fb_raw,fb_V
73.430,8.00,25410,7.941
73.494,8.00,25410,7.941
73.558,8.00,25410,7.941
73.622,8.00,25410,7.941
73.686,8.00,25410,7.941
73.750,8.00,25410,7.941
73.813,8.00,25410,7.941
73.878,8.00,25410,7.941
73.941,8.00,25410,7.941
74.005,8.00,25410,7.941
74.069,8.00,25410,7.941
74.133,8.00,25410,7.941
74.197,8.00,25410,7.941
74.261,8.00,25410,7.941
74.325,8.00,25410,7.941
74.389,8.00,25410,7.941
74.453,8.00,25410,7.941
74.517,8.00,25410,7.941
74.581,8.00,25410,7.941
74.645,8.00,25410,7.941
74.709,8.00,25410,7.941
74.773,8.00,25410,7.941
74.837,8.00,25410,7.941
74.901,8.00,25410,7.941
74.965,8.00,25410,7.941
75.029,8.00,25410,7.941
75.093,8.00,25410,7.941
75.157,8.00,25410,7.941
75.221,8.00,25410,7.941
75.285,8.00,25410,7.941
75.349,8.00,25410,7.941
75.413,8.00,25410,7.941
75.477,8.00,25410,7.941
75.541,8.00,25410,7.941
75.605,8.00,25410,7.941
75.669,8.00,25410,7.941
75.733,8.00,25410,7.941
75.797,8.00,25410,7.941
75.861,8.00,25410,7.941
75.925,8.00,25410,7.941
75.989,8.00,25410,7.941
76.053,8.00,25410,7.941
76.117,8.00,25410,7.941
76.181,8.00,25410,7.941
76.245,8.00,25410,7.941
76.309,8.00,25410,7.941
76.373,8.00,25410,7.941
76.437,8.00,25410,7.941
76.501,8.00,25410,7.941
76.565,8.00,25410,7.941
76.629,8.00,25410,7.941
76.693,8.00,25410,7.941
76.757,8.00,25410,7.941
76.821,8.00,25410,7.941
76.885,8.00,25410,7.941
76.949,8.00,25410,7.941
77.013,8.00,25410,7.941
77.077,8.00,25410,7.941
77.141,8.00,25410,7.941
77.205,8.00,25410,7.941
77.269,8.00,25410,7.941
77.333,8.00,25410,7.941
77.397,8.00,25410,7.941
77.461,8.00,25410,7.941
77.557,2.00,25410,7.941
77.620,2.00,25410,7.941
77.685,2.00,25429,7.947
77.748,2.00,25439,7.950
77.812,2.00,25351,7.922
77.876,2.00,25263,7.895
77.940,2.00,25009,7.815
78.004,2.00,24755,7.736
78.068,2.00,24570,7.678
78.132,2.00,24228,7.571
78.196,2.00,24062,7.519
78.260,2.00,23896,7.468
78.324,2.00,23681,7.400
78.389,2.00,23496,7.343
78.452,2.00,23173,7.242
78.516,2.00,23066,7.208
78.580,2.00,22763,7.113
78.644,2.00,22548,7.046
78.708,2.00,22382,6.994
78.772,2.00,22099,6.906
78.836,2.00,21972,6.866
78.900,2.00,21660,6.769
78.964,2.00,21435,6.698
79.028,2.00,21279,6.650
79.092,2.00,21054,6.579
79.156,2.00,20800,6.500
79.220,2.00,20527,6.415
79.284,2.00,20351,6.360
79.348,2.00,20146,6.296
79.412,2.00,19951,6.235
79.476,2.00,19824,6.195
79.540,2.00,19501,6.094
79.604,2.00,19267,6.021
79.668,2.00,18994,5.936
79.732,2.00,18759,5.862
79.796,2.00,18593,5.810
79.860,2.00,18417,5.755
79.924,2.00,18095,5.655
79.988,2.00,17929,5.603
80.052,2.00,17783,5.557
80.116,2.00,17470,5.459
80.180,2.00,17246,5.389
80.244,2.00,17001,5.313
80.308,2.00,16728,5.228
80.372,2.00,16591,5.185
80.436,2.00,16347,5.108
80.500,2.00,16083,5.026
80.564,2.00,15917,4.974
80.628,2.00,15664,4.895
80.692,2.00,15449,4.828
80.756,2.00,15273,4.773
80.820,2.00,15029,4.697
80.884,2.00,14736,4.605
80.948,2.00,14560,4.550
81.012,2.00,14326,4.477
81.076,2.00,14052,4.391
81.140,2.00,13876,4.336
81.204,2.00,13613,4.254
81.268,2.00,13466,4.208
81.332,2.00,13339,4.168
81.395,2.00,13017,4.068
81.460,2.00,12783,3.995
81.523,2.00,12539,3.918
81.587,2.00,12431,3.885
81.651,2.00,12158,3.799
81.715,2.00,11904,3.720
81.779,2.00,11679,3.650
81.843,2.00,11464,3.583
81.907,2.00,11230,3.509
81.972,2.00,10957,3.424
82.035,2.00,10751,3.360
82.099,2.00,10585,3.308
82.163,2.00,10400,3.250
82.227,2.00,10117,3.162
82.291,2.00,9921,3.100
82.355,2.00,9697,3.030
82.419,2.00,9482,2.963
82.483,2.00,9257,2.893
82.547,2.00,9013,2.817
82.611,2.00,8818,2.756
82.675,2.00,8623,2.695
82.739,2.00,8427,2.633
82.803,2.00,8134,2.542
82.867,2.00,7880,2.462
82.931,2.00,7685,2.402
82.995,2.00,7470,2.334
83.059,2.00,7226,2.258
83.123,2.00,7099,2.218
83.187,2.00,6894,2.154
83.251,2.00,6621,2.069
83.315,2.00,6455,2.017
83.379,2.00,6396,1.999
83.443,2.00,6396,1.999
83.507,2.00,6396,1.999
83.571,2.00,6396,1.999
83.635,2.00,6396,1.999
83.699,2.00,6396,1.999
83.763,2.00,6396,1.999
83.827,2.00,6396,1.999
83.891,2.00,6396,1.999
83.955,2.00,6396,1.999
84.019,2.00,6396,1.999
84.083,2.00,6396,1.999
84.147,2.00,6396,1.999
84.211,2.00,6396,1.999
84.275,2.00,6396,1.999
84.339,2.00,6396,1.999
84.403,2.00,6396,1.999
84.467,2.00,6396,1.999
84.531,2.00,6396,1.999
84.595,2.00,6396,1.999
84.659,2.00,6396,1.999
84.723,2.00,6396,1.999
84.787,2.00,6396,1.999
84.851,2.00,6396,1.999
84.915,2.00,6396,1.999
84.979,2.00,6396,1.999
85.043,2.00,6396,1.999
85.107,2.00,6396,1.999
85.171,2.00,6396,1.999
85.235,2.00,6396,1.999
85.298,2.00,6396,1.999
85.363,2.00,6396,1.999
85.427,2.00,6396,1.999
85.491,2.00,6396,1.999
85.554,2.00,6396,1.999
85.619,2.00,6396,1.999
85.682,2.00,6396,1.999
85.746,2.00,6396,1.999
85.810,2.00,6396,1.999
85.874,2.00,6396,1.999
85.938,2.00,6396,1.999
86.003,2.00,6396,1.999
86.066,2.00,6396,1.999
86.130,2.00,6396,1.999
86.194,2.00,6396,1.999
86.258,2.00,6396,1.999
86.322,2.00,6396,1.999
86.386,2.00,6396,1.999
86.450,2.00,6396,1.999
86.514,2.00,6396,1.999
86.578,2.00,6396,1.999
86.642,2.00,6396,1.999
86.706,2.00,6396,1.999
86.770,2.00,6396,1.999
86.834,2.00,6396,1.999
86.898,2.00,6396,1.999
86.962,2.00,6396,1.999
87.026,2.00,6396,1.999
87.090,2.00,6396,1.999
87.154,2.00,6396,1.999
87.218,2.00,6396,1.999
87.282,2.00,6396,1.999
87.346,2.00,6396,1.999
87.410,2.00,6396,1.999
87.474,2.00,6396,1.999
87.538,2.00,6396,1.999
87.634,0.00,6396,1.999
87.698,0.00,6386,1.996
87.762,0.00,6210,1.941
87.826,0.00,5976,1.867
87.890,0.00,5722,1.788
87.954,0.00,5537,1.730
88.018,0.00,5361,1.675
88.082,0.00,5166,1.614
88.146,0.00,4824,1.508
88.210,0.00,4570,1.428
88.274,0.00,4326,1.352
88.338,0.00,4179,1.306
88.402,0.00,4062,1.269
88.466,0.00,3769,1.178
88.530,0.00,3574,1.117
88.594,0.00,3261,1.019
88.658,0.00,3134,0.979
88.722,0.00,2890,0.903
88.786,0.00,2685,0.839
88.850,0.00,2460,0.769
88.914,0.00,2294,0.717
88.978,0.00,2080,0.650
89.042,0.00,1806,0.564
89.106,0.00,1640,0.512
89.170,0.00,1425,0.445
89.233,0.00,1210,0.378
89.297,0.00,996,0.311
89.361,0.00,712,0.223
89.425,0.00,585,0.183
89.489,0.00,380,0.119
89.554,0.00,146,0.046
89.617,0.00,156,0.049
89.681,0.00,166,0.052
89.745,0.00,146,0.046
89.809,0.00,136,0.043
89.873,0.00,146,0.046
89.937,0.00,166,0.052
90.001,0.00,156,0.049
90.065,0.00,146,0.046
90.129,0.00,146,0.046
90.193,0.00,146,0.046
90.257,0.00,146,0.046
90.321,0.00,146,0.046
90.385,0.00,146,0.046
90.449,0.00,136,0.043
90.513,0.00,146,0.046
90.577,0.00,166,0.052
