t,phase,act1,act0,cmd1,cmd0,ferr1,ferr0,engaged,trip0,trip1,run_ok,state1,state0
72.331,gear-2to1-rev,7164386,14365183,7156760,14335932,-7626,-29251,TRUE,FALSE,FALSE,TRUE,4,4
72.532,gear-2to1-rev,7064507,14165899,7034360,14136174,-30147,-29725,TRUE,FALSE,FALSE,TRUE,4,4
72.733,gear-2to1-rev,6932359,13901338,6914360,13871878,-17999,-29460,TRUE,FALSE,FALSE,TRUE,4,4
72.934,gear-2to1-rev,6824188,13688484,6793160,13655536,-31028,-32948,TRUE,FALSE,FALSE,TRUE,4,4
73.135,gear-2to1-rev,6688830,13414672,6671960,13384820,-16870,-29852,TRUE,FALSE,FALSE,TRUE,4,4
73.335,gear-2to1-rev,6575365,13184239,6550760,13157890,-24605,-26349,TRUE,FALSE,FALSE,TRUE,4,4
73.537,gear-2to1-rev,6443148,12913172,6429560,12893456,-13588,-19716,TRUE,FALSE,FALSE,TRUE,4,4
73.738,gear-2to1-rev,6335478,12706863,6309560,12678116,-25918,-28747,TRUE,FALSE,FALSE,TRUE,4,4
73.939,gear-2to1-rev,6220542,12475246,6188360,12448244,-32182,-27002,TRUE,FALSE,FALSE,TRUE,4,4
74.140,gear-2to1-rev,6093859,12224324,6065960,12194878,-27899,-29446,TRUE,FALSE,FALSE,TRUE,4,4
74.341,gear-2to1-rev,5975684,11991850,5945960,11958528,-29724,-33322,TRUE,FALSE,FALSE,TRUE,4,4
74.542,gear-2to1-rev,5846876,11730520,5824760,11700912,-22116,-29608,TRUE,FALSE,FALSE,TRUE,4,4
74.744,gear-2to1-rev,5728686,11488797,5703560,11464532,-25126,-24265,TRUE,FALSE,FALSE,TRUE,4,4
74.945,gear-2to1-rev,5608659,11249957,5582360,11224478,-26299,-25479,TRUE,FALSE,FALSE,TRUE,4,4
75.146,gear-2to1-rev,5499507,11031704,5461160,11006174,-38347,-25530,TRUE,FALSE,FALSE,TRUE,4,4
75.347,gear-2to1-rev,5373775,10787137,5339960,10754710,-33815,-32427,TRUE,FALSE,FALSE,TRUE,4,4
75.548,gear-2to1-rev,5244104,10517959,5217560,10495368,-26544,-22591,TRUE,FALSE,FALSE,TRUE,4,4
75.750,gear-2to1-rev,5114334,10272115,5096360,10235828,-17974,-36287,TRUE,FALSE,FALSE,TRUE,4,4
75.951,gear-2to1-rev,5002814,10038751,4975160,10012788,-27654,-25963,TRUE,FALSE,FALSE,TRUE,4,4
76.152,gear-2to1-rev,4880447,9790936,4852760,9768054,-27687,-22882,TRUE,FALSE,FALSE,TRUE,4,4
76.353,gear-2to1-rev,4774321,9583364,4731560,9555802,-42761,-27562,TRUE,FALSE,FALSE,TRUE,4,4
76.554,gear-2to1-rev,4646135,9332044,4609160,9299430,-36975,-32614,TRUE,FALSE,FALSE,TRUE,4,4
76.755,gear-2to1-rev,4519231,9064009,4489160,9045622,-30071,-18387,TRUE,FALSE,FALSE,TRUE,4,4
76.956,gear-2to1-rev,4376562,8804431,4369160,8760284,-7402,-44147,TRUE,FALSE,FALSE,TRUE,4,4
77.157,gear-2to1-rev,4274109,8580090,4247960,8555378,-26149,-24712,TRUE,FALSE,FALSE,TRUE,4,4
77.357,gear-2to1-rev,4132284,8302668,4126760,8271728,-5524,-30940,TRUE,FALSE,FALSE,TRUE,4,4
77.558,gear-2to1-rev,4054396,8148523,4005560,8115952,-48836,-32571,TRUE,FALSE,FALSE,TRUE,4,4
77.759,gear-2to1-rev,3919048,7872393,3884360,7845256,-34688,-27137,TRUE,FALSE,FALSE,TRUE,4,4
77.960,gear-2to1-rev,3793596,7621374,3763160,7594352,-30436,-27022,TRUE,FALSE,FALSE,TRUE,4,4
78.161,gear-2to1-rev,3661266,7363159,3641960,7329692,-19306,-33467,TRUE,FALSE,FALSE,TRUE,4,4
78.362,gear-2to1-rev,3542425,7110523,3520760,7092010,-21665,-18513,TRUE,FALSE,FALSE,TRUE,4,4
78.563,gear-2to1-rev,3408755,6866045,3399560,6824670,-9195,-41375,TRUE,FALSE,FALSE,TRUE,4,4
78.764,gear-2to1-rev,3319231,6662201,3278360,6645622,-40871,-16579,TRUE,FALSE,FALSE,TRUE,4,4
78.965,gear-2to1-rev,3193269,6418292,3157160,6393698,-36109,-24594,TRUE,FALSE,FALSE,TRUE,4,4
79.167,gear-2to1-rev,3068854,6175582,3035960,6144868,-32894,-30714,TRUE,FALSE,FALSE,TRUE,4,4
79.368,gear-2to1-rev,2941262,5908768,2913560,5889684,-27702,-19084,TRUE,FALSE,FALSE,TRUE,4,4
79.569,gear-2to1-rev,2819196,5674637,2792360,5645552,-26836,-29085,TRUE,FALSE,FALSE,TRUE,4,4
79.770,gear-2to1-rev,2679462,5393947,2671160,5366084,-8302,-27863,TRUE,FALSE,FALSE,TRUE,4,4
79.971,gear-2to1-rev,2564797,5172761,2548760,5136754,-16037,-36007,TRUE,FALSE,FALSE,TRUE,4,4
80.172,gear-2to1-rev,2451455,4930625,2427560,4910070,-23895,-20555,TRUE,FALSE,FALSE,TRUE,4,4
80.373,gear-2to1-rev,2350872,4744933,2306360,4708904,-44512,-36029,TRUE,FALSE,FALSE,TRUE,4,4
80.575,gear-2to1-rev,2201775,4428390,2185160,4410710,-16615,-17680,TRUE,FALSE,FALSE,TRUE,4,4
80.776,gear-2to1-rev,2097055,4240210,2062760,4201270,-34295,-38940,TRUE,FALSE,FALSE,TRUE,4,4
80.977,gear-2to1-rev,1953056,3938763,1941560,3913272,-11496,-25491,TRUE,FALSE,FALSE,TRUE,4,4
81.178,gear-2to1-rev,1832947,3708642,1820360,3673054,-12587,-35588,TRUE,FALSE,FALSE,TRUE,4,4
81.379,gear-2to1-rev,1718233,3460573,1699160,3443626,-19073,-16947,TRUE,FALSE,FALSE,TRUE,4,4
81.580,gear-2to1-rev,1608292,3258235,1577960,3223744,-30332,-34491,TRUE,FALSE,FALSE,TRUE,4,4
81.782,gear-2to1-rev,1486381,3007767,1456760,2979922,-29621,-27845,TRUE,FALSE,FALSE,TRUE,4,4
81.983,gear-2to1-rev,1361305,2767333,1335560,2729770,-25745,-37563,TRUE,FALSE,FALSE,TRUE,4,4
82.184,gear-2to1-rev,1227242,2491327,1213160,2461644,-14082,-29683,TRUE,FALSE,FALSE,TRUE,4,4
82.385,gear-2to1-rev,1100565,2236987,1093160,2208290,-7405,-28697,TRUE,FALSE,FALSE,TRUE,4,4
82.585,gear-2to1-rev,990878,2009060,971960,1988916,-18918,-20144,TRUE,FALSE,FALSE,TRUE,4,4
82.787,gear-2to1-rev,870652,1773219,850760,1748464,-19892,-24755,TRUE,FALSE,FALSE,TRUE,4,4
82.988,gear-2to1-rev,829727,1687603,789560,1666614,-40167,-20989,TRUE,FALSE,FALSE,TRUE,4,4
83.188,gear-2to1-rev,689006,1413113,668360,1385172,-20646,-27941,TRUE,FALSE,FALSE,TRUE,4,4
83.389,gear-2to1-rev,572091,1183652,545960,1151342,-26131,-32310,TRUE,FALSE,FALSE,TRUE,4,4
83.590,gear-2to1-rev,422608,876558,424760,852376,2152,-24182,TRUE,FALSE,FALSE,TRUE,4,4
83.791,gear-2to1-rev,312074,691428,302360,631308,-9714,-60120,TRUE,FALSE,FALSE,TRUE,4,4
83.992,gear-2to1-rev,193801,397161,181160,394762,-12641,-2399,TRUE,FALSE,FALSE,TRUE,4,4
84.193,gear-2to1-rev,127164,282795,127160,261488,-4,-21307,TRUE,FALSE,FALSE,TRUE,4,4
84.394,gear-2to1-rev,106655,221191,127160,220470,20505,-721,TRUE,FALSE,FALSE,TRUE,4,4
84.594,gear-2to1-rev,105791,218491,127160,218742,21369,251,TRUE,FALSE,FALSE,TRUE,4,4
84.796,gear-2to1-rev,105807,218587,127160,218774,21353,187,TRUE,FALSE,FALSE,TRUE,4,4
84.997,gear-2to1-rev,105871,218763,127160,218902,21289,139,TRUE,FALSE,FALSE,TRUE,4,4
85.198,gear-2to1-rev,105927,218911,127160,219014,21233,103,TRUE,FALSE,FALSE,TRUE,4,4
85.399,gear-2to1-rev,105991,219051,127160,219142,21169,91,TRUE,FALSE,FALSE,TRUE,4,4
85.600,gear-2to1-rev,106079,219191,127160,219318,21081,127,TRUE,FALSE,FALSE,TRUE,4,4
85.801,gear-2to1-rev,106159,219359,127160,219478,21001,119,TRUE,FALSE,FALSE,TRUE,4,4
86.002,gear-2to1-rev,106275,219527,127160,219710,20885,183,TRUE,FALSE,FALSE,TRUE,4,4
86.002,gear-2to1-rev,106275,219527,127160,219710,20885,183,TRUE,FALSE,FALSE,TRUE,4,4
86.205,teardown,106391,219699,127160,219766,20769,67,FALSE,FALSE,FALSE,TRUE,4,4
86.406,teardown,106527,219759,127160,219766,20633,7,FALSE,FALSE,FALSE,TRUE,4,4
86.607,teardown,106707,219783,127160,219766,20453,-17,FALSE,FALSE,FALSE,TRUE,4,4
86.808,teardown,106935,219783,127160,219766,20225,-17,FALSE,FALSE,FALSE,TRUE,4,4
87.010,teardown,107235,219775,127160,219766,19925,-9,FALSE,FALSE,FALSE,TRUE,4,4
87.010,teardown,107235,219775,127160,219766,19925,-9,FALSE,FALSE,FALSE,TRUE,4,4
87.011,teardown,107235,219775,127160,219766,19925,-9,FALSE,FALSE,FALSE,TRUE,4,4
87.515,teardown,107087,222339,107087,222339,0,0,FALSE,FALSE,FALSE,FALSE,2,2
