t_unix,ts_us,scan_count,watchdog_tripped,devices_healthy
1788836661,2310303490,1155140,0,1
1788836662,2311311309,1155644,0,1
1788836663,2312325437,1156151,0,1
1788836664,2313333437,1156655,0,1
1788836665,2314343136,1157160,0,1
1788836666,2315349745,1157663,0,1
1788836667,2316359127,1158168,0,1
1788836668,2317371617,1158674,0,1
1788836669,2318381221,1159179,0,1
1788836670,2319391787,1159684,0,1
1788836671,2320401638,1160189,0,1
1788836672,2321411889,1160694,0,1
1788836673,2322421959,1161199,0,1
1788836674,2323429198,1161703,0,1
1788836675,2324441630,1162209,0,1
1788836676,2325451318,1162714,0,1
1788836677,2326461224,1163219,0,1
1788836678,2327471774,1163724,0,1
1788836679,2328479974,1164228,0,1
1788836680,2329487629,1164732,0,1
1788836681,2330497721,1165237,0,1
1788836682,2331507961,1165742,0,1
1788836683,2332520042,1166248,0,1
1788836684,2333531770,1166754,0,1
1788836685,2334539777,1167258,0,1
1788836686,2335551269,1167764,0,1
1788836687,2336560023,1168268,0,1
1788836688,2337571328,1168774,0,1
1788836689,2338581191,1169279,0,1
1788836690,2339597589,1169787,0,1
1788836691,2340611696,1170294,0,1
1788836692,2341619582,1170798,0,1
1788836693,2342633848,1171305,0,1
1788836694,2343645610,1171811,0,1
1788836695,2344655127,1172316,0,1
1788836696,2345667187,1172822,0,1
1788836697,2346675991,1173326,0,1
1788836698,2347689535,1173833,0,1
1788836699,2348699513,1174338,0,1
1788836700,2349709318,1174843,0,1
1788836701,2350715800,1175346,0,1
1788836702,2351723726,1175850,0,1
1788836703,2352733324,1176355,0,1
1788836704,2353741727,1176859,0,1
1788836705,2354753581,1177365,0,1
1788836706,2355761417,1177869,0,1
1788836707,2356771902,1178374,0,1
1788836708,2357785403,1178881,0,1
1788836709,2358891888,1179434,0,1
1788836710,2359901200,1179939,0,1
1788836711,2360911085,1180444,0,1
1788836712,2361921377,1180949,0,1
1788836713,2362933368,1181455,0,1
1788836714,2363944030,1181960,0,1
1788836715,2364957128,1182467,0,1
1788836716,2365969188,1182973,0,1
1788836717,2366979705,1183478,0,1
1788836718,2367987810,1183982,0,1
1788836719,2368999599,1184488,0,1
1788836720,2370013153,1184995,0,1
1788836721,2371023460,1185500,0,1
1788836722,2372033623,1186005,0,1
1788836723,2373043450,1186510,0,1
1788836724,2374055141,1187016,0,1
1788836725,2375065222,1187521,0,1
1788836726,2375980104,1187978,0,1
1788836727,2377091935,1188534,0,1
1788836728,2378104002,1189040,0,1
1788836729,2379115735,1189546,0,1
1788836730,2380125648,1190051,0,1
1788836731,2381135859,1190556,0,1
1788836732,2382147313,1191062,0,1
1788836733,2383155640,1191566,0,1
1788836734,2384165866,1192071,0,1
1788836735,2385177664,1192577,0,1
1788836736,2386189609,1193083,0,1
1788836737,2387199667,1193588,0,1
1788836739,2388211554,1194094,0,1
1788836740,2389223165,1194600,0,1
1788836741,2390235784,1195106,0,1
1788836742,2391245347,1195611,0,1
1788836743,2392257130,1196117,0,1
1788836744,2393267863,1196622,0,1
1788836745,2394275085,1197126,0,1
1788836746,2395285531,1197631,0,1
1788836747,2396295722,1198136,0,1
1788836748,2397309558,1198643,0,1
1788836749,2398315753,1199146,0,1
1788836750,2399327256,1199652,0,1
1788836751,2400339836,1200158,0,1
1788836752,2401347799,1200662,0,1
1788836753,2402353662,1201165,0,1
1788836754,2403363435,1201670,0,1
1788836755,2404374013,1202175,0,1
1788836756,2405385938,1202681,0,1
1788836757,2406397353,1203187,0,1
1788836758,2407411349,1203694,0,1
1788836759,2408419602,1204198,0,1
1788836760,2409429727,1204703,0,1
1788836761,2410441712,1205209,0,1
1788836762,2411453251,1205715,0,1
1788836763,2412465128,1206221,0,1
1788836764,2413473873,1206725,0,1
1788836765,2414483699,1207230,0,1
1788836766,2415495394,1207736,0,1
1788836767,2416505451,1208241,0,1
1788836768,2417513130,1208745,0,1
1788836769,2418523691,1209250,0,1
1788836770,2419533254,1209755,0,1
1788836771,2420543384,1210260,0,1
1788836772,2421555280,1210766,0,1
1788836773,2422567446,1211272,0,1
1788836774,2423575714,1211776,0,1
1788836775,2424589344,1212283,0,1
1788836776,2425599872,1212788,0,1
1788836777,2426611854,1213294,0,1
1788836778,2427619552,1213798,0,1
1788836779,2428627531,1214302,0,1
1788836780,2429637311,1214807,0,1
1788836781,2430647448,1215312,0,1
1788836782,2431659050,1215818,0,1
1788836783,2432667093,1216322,0,1
1788836784,2433679944,1216828,0,1
1788836785,2434695627,1217336,0,1
1788836786,2435705956,1217841,0,1
1788836787,2436713772,1218345,0,1
1788836788,2437725504,1218851,0,1
1788836789,2438737822,1219357,0,1
1788836790,2439747848,1219862,0,1
1788836791,2440761862,1220369,0,1
1788836792,2441775952,1220876,0,1
1788836793,2442785592,1221381,0,1
1788836794,2443797385,1221887,0,1
1788836795,2444807219,1222392,0,1
1788836796,2445815759,1222896,0,1
1788836797,2446829674,1223403,0,1
1788836798,2447839355,1223908,0,1
1788836799,2448849512,1224413,0,1
1788836800,2449859585,1224918,0,1
1788836801,2450871508,1225424,0,1
1788836802,2451876009,1225926,0,1
1788836803,2452887572,1226432,0,1
1788836804,2453901309,1226939,0,1
1788836805,2454917823,1227447,0,1
1788836806,2455931723,1227954,0,1
1788836807,2456937526,1228457,0,1
1788836808,2457947380,1228962,0,1
1788836809,2458957875,1229467,0,1
1788836810,2459967672,1229972,0,1
1788836811,2460975353,1230476,0,1
1788836812,2461981557,1230979,0,1
1788836813,2462993464,1231485,0,1
1788836814,2464001455,1231989,0,1
1788836815,2465011945,1232494,0,1
1788836816,2466023164,1233000,0,1
1788836817,2467035106,1233506,0,1
1788836818,2468043447,1234010,0,1
1788836819,2469055186,1234516,0,1
1788836820,2470065344,1235021,0,1
1788836821,2471177237,1235577,0,1
1788836822,2472089633,1236033,0,1
1788836823,2473105549,1236541,0,1
1788836824,2474117592,1237047,0,1
1788836826,2475127192,1237552,0,1
1788836827,2476137322,1238057,0,1
1788836828,2477147846,1238562,0,1
1788836829,2478159227,1239068,0,1
1788836830,2479267395,1239622,0,1
1788836831,2480273557,1240125,0,1
1788836832,2481283834,1240630,0,1
1788836833,2482295644,1241136,0,1
1788836834,2483305079,1241641,0,1
1788836835,2484315228,1242146,0,1
1788836836,2485325364,1242651,0,1
1788836837,2486333387,1243155,0,1
1788836838,2487341255,1243659,0,1
1788836839,2488351648,1244164,0,1
1788836840,2489365153,1244671,0,1
1788836841,2490375326,1245176,0,1
1788836842,2491381646,1245679,0,1
1788836843,2492391943,1246184,0,1
1788836844,2493401541,1246689,0,1
1788836845,2494413912,1247195,0,1
1788836846,2495423302,1247700,0,1
1788836847,2496433522,1248205,0,1
1788836848,2497441748,1248709,0,1
1788836849,2498455127,1249216,0,1
1788836850,2499467477,1249722,0,1
1788836851,2500481523,1250229,0,1
1788836852,2501495421,1250736,0,1
1788836853,2502507360,1251242,0,1
1788836854,2503517808,1251747,0,1
1788836855,2504529646,1252253,0,1
1788836856,2505543316,1252760,0,1
1788836857,2506553710,1253265,0,1
1788836858,2507561340,1253769,0,1
1788836859,2508573574,1254275,0,1
1788836860,2509583977,1254780,0,1
1788836861,2510595259,1255286,0,1
1788836862,2511605419,1255791,0,1
1788836863,2512617911,1256297,0,1
1788836864,2513629450,1256803,0,1
1788836865,2514643643,1257310,0,1
1788836866,2515655921,1257816,0,1
1788836867,2516665709,1258321,0,1
1788836868,2517673620,1258825,0,1
1788836869,2518681571,1259329,0,1
1788836870,2519693706,1259835,0,1
1788836871,2520703564,1260340,0,1
1788836872,2521715477,1260846,0,1
1788836873,2522729252,1261353,0,1
1788836874,2523741058,1261859,0,1
1788836875,2524751438,1262364,0,1
1788836876,2525761312,1262869,0,1
1788836877,2526771485,1263374,0,1
1788836878,2527781208,1263879,0,1
1788836879,2528791298,1264384,0,1
1788836880,2529799664,1264888,0,1
1788836881,2530805967,1265391,0,1
1788836882,2531815150,1265896,0,1
1788836883,2532825617,1266401,0,1
1788836884,2533841497,1266909,0,1
1788836885,2534853168,1267415,0,1
1788836886,2535865876,1267921,0,1
1788836887,2536877976,1268427,0,1
1788836888,2537893366,1268935,0,1
1788836889,2538900025,1269438,0,1
1788836890,2539913873,1269945,0,1
1788836891,2540921683,1270449,0,1
1788836892,2541931349,1270954,0,1
1788836893,2542941874,1271459,0,1
1788836894,2543951289,1271964,0,1
1788836895,2544963168,1272470,0,1
1788836896,2545971828,1272974,0,1
1788836897,2546979830,1273478,0,1
1788836898,2547991383,1273984,0,1
1788836899,2548997943,1274487,0,1
1788836900,2550007249,1274992,0,1
1788836901,2551015191,1275496,0,1
1788836902,2552023640,1276000,0,1
1788836903,2553031441,1276504,0,1
1788836904,2554039761,1277008,0,1
1788836905,2555057698,1277517,0,1
1788836906,2556069571,1278023,0,1
1788836907,2557081304,1278529,0,1
1788836908,2558093099,1279035,0,1
1788836909,2559101606,1279539,0,1
1788836910,2560115093,1280046,0,1
1788836911,2561125366,1280551,0,1
1788836912,2562139503,1281058,0,1
1788836913,2563149802,1281563,0,1
1788836914,2564159905,1282068,0,1
1788836916,2565173757,1282575,0,1
1788836917,2566187265,1283082,0,1
1788836918,2567197822,1283587,0,1
1788836919,2568207545,1284092,0,1
1788836920,2569215843,1284596,0,1
1788836921,2570227413,1285102,0,1
1788836922,2571237435,1285607,0,1
1788836923,2572249759,1286113,0,1
1788836924,2573263778,1286620,0,1
1788836925,2574273184,1287125,0,1
1788836926,2575281187,1287629,0,1
1788836927,2576291277,1288134,0,1
1788836928,2577301167,1288639,0,1
1788836929,2578307245,1289142,0,1
1788836930,2579313062,1289645,0,1
1788836931,2580319447,1290148,0,1
1788836932,2581325513,1290651,0,1
1788836933,2582335917,1291156,0,1
1788836934,2583341885,1291659,0,1
1788836935,2584351466,1292164,0,1
1788836936,2585359856,1292668,0,1
1788836937,2586371505,1293174,0,1
1788836938,2587381624,1293679,0,1
1788836939,2588389960,1294183,0,1
1788836940,2589501556,1294739,0,1
1788836941,2590513127,1295245,0,1
1788836942,2591519972,1295748,0,1
1788836943,2592531449,1296254,0,1
1788836944,2593545330,1296761,0,1
1788836945,2594557067,1297267,0,1
1788836946,2595567697,1297772,0,1
1788836947,2596575382,1298276,0,1
1788836948,2597587834,1298782,0,1
1788836949,2598599438,1299288,0,1
1788836950,2599611353,1299794,0,1
1788836951,2600621701,1300299,0,1
1788836952,2601631353,1300804,0,1
1788836953,2602641446,1301309,0,1
1788836954,2603655376,1301816,0,1
1788836955,2604663541,1302320,0,1
1788836956,2605677332,1302827,0,1
1788836957,2606685580,1303331,0,1
1788836958,2607697338,1303837,0,1
1788836959,2608709903,1304343,0,1
1788836960,2609721320,1304849,0,1
1788836961,2610733739,1305355,0,1
1788836962,2611743215,1305860,0,1
1788836963,2612753714,1306365,0,1
1788836964,2613763243,1306870,0,1
1788836965,2614771395,1307374,0,1
1788836966,2615783186,1307880,0,1
1788836967,2616791791,1308384,0,1
1788836968,2617801760,1308889,0,1
1788836969,2618813483,1309395,0,1
1788836970,2619825296,1309901,0,1
1788836971,2620837579,1310407,0,1
1788836972,2621847377,1310912,0,1
1788836973,2622855819,1311416,0,1
1788836974,2623865466,1311921,0,1
1788836975,2624877131,1312427,0,1
1788836976,2625887429,1312932,0,1
1788836977,2626895172,1313436,0,1
1788836978,2627903994,1313940,0,1
1788836979,2628915448,1314446,0,1
1788836980,2629923640,1314950,0,1
1788836981,2630939282,1315458,0,1
1788836982,2631951127,1315964,0,1
1788836983,2632961764,1316469,0,1
1788836984,2633973709,1316975,0,1
1788836985,2634987362,1317482,0,1
1788836986,2636001671,1317989,0,1
1788836987,2637011906,1318494,0,1
1788836988,2638025039,1319001,0,1
1788836989,2639033396,1319505,0,1
1788836990,2640045127,1320011,0,1
1788836991,2641055296,1320516,0,1
1788836992,2642069855,1321023,0,1
1788836993,2643082007,1321529,0,1
1788836994,2644095529,1322036,0,1
1788836995,2645105450,1322541,0,1
1788836996,2646121167,1323049,0,1
1788836997,2647131543,1323554,0,1
1788836998,2648147128,1324062,0,1
1788836999,2649157376,1324567,0,1
1788837000,2650165702,1325071,0,1
1788837001,2651177967,1325577,0,1
1788837002,2652187754,1326082,0,1
1788837004,2653199202,1326588,0,1
1788837005,2654207544,1327092,0,1
1788837006,2655217592,1327597,0,1
1788837007,2656229358,1328103,0,1
1788837008,2657241193,1328609,0,1
1788837009,2658251211,1329114,0,1
1788837010,2659261891,1329619,0,1
1788837011,2660271551,1330124,0,1
1788837012,2661285214,1330631,0,1
1788837013,2662295487,1331136,0,1
1788837014,2663307060,1331642,0,1
1788837015,2664315646,1332146,0,1
1788837016,2665325620,1332651,0,1
1788837017,2666333143,1333155,0,1
1788837018,2667341628,1333659,0,1
1788837019,2668349130,1334163,0,1
1788837020,2669357396,1334667,0,1
1788837021,2670365381,1335171,0,1
1788837022,2671377124,1335677,0,1
1788837023,2672385839,1336181,0,1
1788837024,2673395191,1336686,0,1
1788837025,2674409497,1337193,0,1
1788837026,2675417365,1337697,0,1
1788837027,2676423323,1338200,0,1
1788837028,2677431233,1338704,0,1
1788837029,2678439738,1339208,0,1
1788837030,2679447747,1339712,0,1
1788837031,2680459049,1340218,0,1
1788837032,2681467886,1340722,0,1
1788837033,2682481881,1341229,0,1
1788837034,2683491456,1341734,0,1
1788837035,2684499919,1342238,0,1
1788837036,2685507631,1342742,0,1
1788837037,2686515722,1343246,0,1
1788837038,2687529897,1343753,0,1
1788837039,2688539306,1344258,0,1
1788837040,2689551584,1344764,0,1
1788837041,2690563027,1345270,0,1
1788837042,2691569129,1345773,0,1
1788837043,2692575400,1346276,0,1
1788837044,2693585403,1346781,0,1
1788837045,2694594991,1347286,0,1
1788837046,2695605429,1347791,0,1
1788837047,2696619189,1348298,0,1
1788837048,2697625382,1348801,0,1
1788837049,2698637279,1349307,0,1
1788837050,2699647756,1349812,0,1
1788837051,2700657915,1350317,0,1
1788837052,2701669142,1350823,0,1
1788837053,2702675822,1351326,0,1
1788837054,2703787873,1351882,0,1
1788837055,2704799270,1352388,0,1
1788837056,2705809582,1352893,0,1
1788837057,2706823288,1353400,0,1
1788837058,2707833647,1353905,0,1
1788837059,2708841571,1354409,0,1
1788837060,2709851074,1354914,0,1
1788837061,2710859804,1355418,0,1
1788837062,2711871966,1355924,0,1
1788837063,2712885848,1356431,0,1
1788837064,2713895323,1356936,0,1
1788837065,2714905303,1357441,0,1
1788837066,2715913503,1357945,0,1
1788837067,2716919575,1358448,0,1
1788837068,2717925184,1358951,0,1
1788837069,2718931971,1359454,0,1
1788837070,2719941992,1359959,0,1
1788837071,2720951656,1360464,0,1
1788837072,2721961561,1360969,0,1
1788837073,2722971010,1361474,0,1
1788837074,2723981844,1361979,0,1
1788837075,2724993186,1362485,0,1
1788837076,2726003795,1362990,0,1
1788837077,2727015048,1363496,0,1
1788837078,2728021956,1363999,0,1
1788837079,2729031710,1364504,0,1
1788837080,2730039342,1365008,0,1
1788837081,2731047526,1365512,0,1
1788837082,2732059562,1366018,0,1
1788837083,2733069572,1366523,0,1
1788837084,2734083532,1367030,0,1
1788837085,2735093076,1367535,0,1
1788837086,2736101043,1368039,0,1
1788837087,2737107193,1368542,0,1
1788837088,2738113890,1369045,0,1
1788837089,2739121113,1369549,0,1
1788837090,2740129289,1370053,0,1
1788837091,2741137194,1370557,0,1
1788837093,2742143902,1371060,0,1
1788837094,2743157280,1371567,0,1
1788837095,2744167504,1372072,0,1
1788837096,2745173096,1372575,0,1
1788837097,2746185431,1373081,0,1
1788837098,2747191630,1373584,0,1
1788837099,2748199170,1374088,0,1
1788837100,2749207250,1374592,0,1
1788837101,2750215128,1375096,0,1
1788837102,2751227662,1375602,0,1
1788837103,2752235861,1376106,0,1
1788837104,2753247836,1376612,0,1
1788837105,2754257798,1377117,0,1
1788837106,2755267814,1377622,0,1
1788837107,2756279493,1378128,0,1
1788837108,2757293801,1378635,0,1
1788837109,2758307198,1379142,0,1
1788837110,2759315397,1379646,0,1
1788837111,2760325494,1380151,0,1
1788837112,2761339310,1380658,0,1
1788837113,2762351818,1381164,0,1
1788837114,2763361443,1381669,0,1
1788837115,2764373086,1382175,0,1
1788837116,2765385126,1382681,0,1
1788837117,2766393591,1383185,0,1
1788837118,2767403996,1383690,0,1
1788837119,2768415219,1384196,0,1
1788837120,2769425495,1384701,0,1
1788837121,2770439127,1385208,0,1
1788837122,2771549859,1385763,0,1
1788837123,2772557901,1386267,0,1
1788837124,2773567464,1386772,0,1
1788837125,2774575575,1387276,0,1
1788837126,2775583516,1387780,0,1
1788837127,2776591734,1388284,0,1
1788837128,2777599897,1388788,0,1
1788837129,2778613441,1389295,0,1
1788837130,2779621426,1389799,0,1
1788837131,2780629562,1390303,0,1
1788837132,2781643677,1390810,0,1
1788837133,2782653565,1391315,0,1
1788837134,2783663479,1391820,0,1
1788837135,2784671105,1392324,0,1
1788837136,2785677975,1392827,0,1
1788837137,2786689871,1393333,0,1
1788837138,2787699157,1393838,0,1
1788837139,2788709950,1394343,0,1
1788837140,2789719711,1394848,0,1
1788837141,2790733641,1395355,0,1
1788837142,2791743332,1395860,0,1
1788837143,2792755317,1396366,0,1
1788837144,2793765097,1396871,0,1
1788837145,2794775607,1397376,0,1
1788837146,2795785256,1397881,0,1
1788837147,2796793429,1398385,0,1
1788837148,2797803317,1398890,0,1
1788837149,2798817416,1399397,0,1
1788837150,2799829340,1399903,0,1
1788837151,2800836023,1400406,0,1
1788837152,2801845895,1400911,0,1
1788837153,2802859538,1401418,0,1
1788837154,2803871534,1401924,0,1
1788837155,2804879380,1402428,0,1
1788837156,2805887868,1402932,0,1
1788837157,2806901435,1403439,0,1
1788837158,2807913704,1403945,0,1
1788837159,2808923978,1404450,0,1
1788837160,2809937284,1404957,0,1
1788837161,2810949724,1405463,0,1
1788837162,2811957546,1405967,0,1
1788837163,2812967089,1406472,0,1
1788837164,2813979667,1406978,0,1
1788837165,2814989406,1407483,0,1
1788837166,2816001683,1407989,0,1
1788837167,2817009385,1408493,0,1
1788837168,2818021780,1408999,0,1
1788837169,2819033293,1409505,0,1
1788837170,2820041594,1410009,0,1
1788837171,2821053974,1410515,0,1
1788837172,2822065685,1411021,0,1
1788837173,2823077544,1411527,0,1
1788837174,2824085382,1412031,0,1
1788837175,2825091456,1412534,0,1
1788837176,2826101477,1413039,0,1
1788837177,2827109745,1413543,0,1
1788837179,2828117603,1414047,0,1
1788837180,2829127679,1414552,0,1
1788837181,2830237591,1415107,0,1
1788837182,2831247463,1415612,0,1
1788837183,2832253906,1416115,0,1
1788837184,2833265414,1416621,0,1
1788837185,2834275712,1417126,0,1
1788837186,2835285457,1417631,0,1
1788837187,2836293432,1418135,0,1
1788837188,2837303692,1418640,0,1
1788837189,2838315257,1419146,0,1
1788837190,2839323654,1419650,0,1
1788837191,2840337859,1420157,0,1
1788837192,2841345966,1420661,0,1
1788837193,2842353531,1421165,0,1
1788837194,2843359959,1421668,0,1
1788837195,2844371602,1422174,0,1
1788837196,2845385484,1422681,0,1
1788837197,2846397997,1423187,0,1
1788837198,2847407609,1423692,0,1
1788837199,2848419358,1424198,0,1
1788837200,2849429917,1424703,0,1
1788837201,2850437593,1425207,0,1
1788837202,2851451231,1425714,0,1
1788837203,2852463058,1426220,0,1
1788837204,2853469650,1426723,0,1
1788837205,2854479071,1427228,0,1
1788837206,2855485386,1427731,0,1
1788837207,2856495616,1428236,0,1
1788837208,2857507778,1428742,0,1
1788837209,2858519651,1429248,0,1
1788837210,2859531321,1429754,0,1
1788837211,2860543410,1430260,0,1
1788837212,2861551668,1430764,0,1
1788837213,2862561611,1431269,0,1
1788837214,2863575635,1431776,0,1
1788837215,2864583555,1432280,0,1
1788837216,2865595527,1432786,0,1
1788837217,2866605324,1433291,0,1
1788837218,2867615419,1433796,0,1
1788837219,2868623802,1434300,0,1
1788837220,2869629829,1434803,0,1
1788837221,2870637774,1435307,0,1
1788837222,2871645572,1435811,0,1
1788837223,2872651723,1436314,0,1
1788837224,2873659580,1436818,0,1
1788837225,2874671375,1437324,0,1
1788837226,2875677142,1437827,0,1
1788837227,2876685636,1438331,0,1
1788837228,2877695635,1438836,0,1
1788837229,2878705674,1439341,0,1
1788837230,2879715576,1439846,0,1
1788837231,2880721917,1440349,0,1
1788837232,2881729671,1440853,0,1
1788837233,2882741629,1441359,0,1
1788837234,2883753221,1441865,0,1
1788837235,2884761494,1442369,0,1
1788837236,2885771861,1442874,0,1
1788837237,2886783259,1443380,0,1
1788837238,2887795175,1443886,0,1
1788837239,2888807281,1444392,0,1
1788837240,2889817301,1444897,0,1
1788837241,2890825471,1445401,0,1
1788837242,2891835549,1445906,0,1
1788837243,2892845935,1446411,0,1
1788837244,2893857290,1446917,0,1
1788837245,2894867596,1447422,0,1
1788837246,2895879376,1447928,0,1
1788837247,2896891737,1448434,0,1
1788837248,2898001830,1448989,0,1
1788837249,2899011540,1449494,0,1
1788837250,2900023214,1450000,0,1
1788837251,2901033309,1450505,0,1
1788837252,2902045720,1451011,0,1
1788837253,2903057201,1451517,0,1
1788837254,2904065507,1452021,0,1
1788837255,2905071867,1452524,0,1
1788837256,2906079869,1453028,0,1
1788837257,2907087581,1453532,0,1
1788837258,2908097400,1454037,0,1
1788837259,2909107221,1454542,0,1
1788837260,2910115915,1455046,0,1
1788837261,2911127587,1455552,0,1
1788837262,2912135873,1456056,0,1
1788837263,2913145953,1456561,0,1
1788837264,2914157661,1457067,0,1
1788837265,2915169851,1457573,0,1
1788837266,2916181346,1458079,0,1
1788837268,2917191441,1458584,0,1
1788837269,2918199578,1459088,0,1
1788837270,2919209973,1459593,0,1
1788837271,2920219590,1460098,0,1
1788837272,2921233461,1460605,0,1
1788837273,2922241312,1461109,0,1
1788837274,2923249635,1461613,0,1
1788837275,2924261582,1462119,0,1
1788837276,2925269404,1462623,0,1
1788837277,2926279219,1463128,0,1
1788837278,2927287962,1463632,0,1
1788837279,2928301291,1464139,0,1
1788837280,2929315275,1464646,0,1
1788837281,2930329831,1465153,0,1
1788837282,2931340059,1465658,0,1
1788837283,2932351652,1466164,0,1
1788837284,2933359449,1466668,0,1
1788837285,2934365907,1467171,0,1
1788837286,2935377318,1467677,0,1
1788837287,2936387636,1468182,0,1
1788837288,2937395328,1468686,0,1
1788837289,2938401446,1469189,0,1
1788837290,2939405939,1469691,0,1
1788837291,2940413869,1470195,0,1
1788837292,2941425190,1470701,0,1
1788837293,2942433540,1471205,0,1
1788837294,2943447252,1471712,0,1
1788837295,2944457499,1472217,0,1
1788837296,2945469282,1472723,0,1
1788837297,2946479295,1473228,0,1
1788837298,2947493315,1473735,0,1
1788837299,2948505476,1474241,0,1
1788837300,2949515827,1474746,0,1
1788837301,2950523592,1475250,0,1
1788837302,2951533446,1475755,0,1
1788837303,2952545541,1476261,0,1
1788837304,2953555352,1476766,0,1
1788837305,2954569694,1477273,0,1
1788837306,2955581384,1477779,0,1
1788837307,2956587888,1478282,0,1
1788837308,2957597927,1478787,0,1
1788837309,2958607412,1479292,0,1
1788837310,2959613850,1479795,0,1
1788837311,2960621470,1480299,0,1
1788837312,2961629916,1480803,0,1
1788837313,2962645676,1481311,0,1
1788837314,2963659949,1481818,0,1
1788837315,2964667339,1482322,0,1
1788837316,2965677269,1482827,0,1
1788837317,2966691451,1483334,0,1
1788837318,2967705127,1483841,0,1
1788837319,2968717422,1484347,0,1
1788837320,2969725998,1484851,0,1
1788837321,2970739709,1485358,0,1
1788837322,2971749612,1485863,0,1
1788837323,2972763554,1486370,0,1
1788837324,2973777228,1486877,0,1
1788837325,2974789059,1487383,0,1
1788837326,2975799575,1487888,0,1
1788837327,2976809702,1488393,0,1
1788837328,2977822012,1488899,0,1
1788837329,2978833747,1489405,0,1
1788837330,2979845835,1489911,0,1
1788837331,2980855350,1490416,0,1
1788837332,2981865621,1490921,0,1
1788837333,2982877826,1491427,0,1
1788837334,2983889188,1491933,0,1
1788837335,2984895570,1492436,0,1
1788837336,2985907168,1492942,0,1
1788837337,2986917944,1493447,0,1
1788837338,2987927390,1493952,0,1
1788837339,2988935319,1494456,0,1
1788837340,2989949452,1494963,0,1
1788837341,2990959236,1495468,0,1
1788837342,2991968065,1495972,0,1
1788837343,2992979219,1496478,0,1
1788837344,2993985456,1496981,0,1
1788837345,2994995724,1497486,0,1
1788837346,2996003087,1497990,0,1
1788837347,2997011580,1498494,0,1
1788837348,2998021777,1498999,0,1
1788837349,2999033518,1499505,0,1
1788837350,3000041572,1500009,0,1
1788837351,3001053330,1500515,0,1
1788837352,3002163528,1501070,0,1
1788837353,3003171318,1501574,0,1
1788837354,3004181630,1502079,0,1
1788837355,3005195402,1502586,0,1
1788837356,3006207450,1503092,0,1
1788837358,3007221491,1503599,0,1
1788837359,3008231904,1504104,0,1
1788837360,3009241311,1504609,0,1
1788837361,3010255484,1505116,0,1
1788837362,3011269493,1505623,0,1
1788837363,3012283213,1506130,0,1
1788837364,3013291919,1506634,0,1
1788837365,3014303261,1507140,0,1
1788837366,3015313317,1507645,0,1
1788837367,3016325250,1508151,0,1
1788837368,3017335589,1508656,0,1
1788837369,3018345263,1509161,0,1
1788837370,3019359461,1509668,0,1
1788837371,3020367708,1510172,0,1
1788837372,3021381811,1510679,0,1
1788837373,3022389645,1511183,0,1
1788837374,3023405614,1511691,0,1
1788837375,3024417776,1512197,0,1
1788837376,3025329802,1512653,0,1
1788837377,3026439850,1513208,0,1
1788837378,3027449276,1513713,0,1
1788837379,3028459842,1514218,0,1
1788837380,3029467396,1514722,0,1
1788837381,3030475975,1515226,0,1
1788837382,3031485685,1515731,0,1
1788837383,3032499719,1516238,0,1
1788837384,3033511324,1516744,0,1
1788837385,3034521309,1517249,0,1
1788837386,3035533316,1517755,0,1
1788837387,3036545674,1518261,0,1
1788837388,3037557333,1518767,0,1
1788837389,3038565930,1519271,0,1
1788837390,3039579253,1519778,0,1
1788837391,3040587543,1520282,0,1
1788837392,3041599162,1520788,0,1
1788837393,3042607990,1521292,0,1
1788837394,3043615914,1521796,0,1
1788837395,3044623765,1522300,0,1
1788837396,3045633449,1522805,0,1
1788837397,3046643109,1523310,0,1
1788837398,3047655163,1523816,0,1
1788837399,3048665943,1524321,0,1
1788837400,3049677939,1524827,0,1
1788837401,3050689395,1525333,0,1
1788837402,3051701079,1525839,0,1
1788837403,3052709367,1526343,0,1
1788837404,3053721358,1526849,0,1
1788837405,3054729383,1527353,0,1
1788837406,3055739295,1527858,0,1
1788837407,3056747542,1528362,0,1
1788837408,3057755107,1528866,0,1
1788837409,3058767556,1529372,0,1
1788837410,3059775693,1529876,0,1
1788837411,3060787215,1530382,0,1
1788837412,3061797913,1530887,0,1
1788837413,3062809339,1531393,0,1
1788837414,3063819946,1531898,0,1
1788837415,3064833646,1532405,0,1
1788837416,3065843700,1532910,0,1
1788837417,3066855621,1533416,0,1
1788837418,3067869515,1533923,0,1
1788837419,3068881690,1534429,0,1
1788837420,3069893648,1534935,0,1
1788837421,3070901782,1535439,0,1
1788837422,3071917313,1535947,0,1
1788837423,3072925801,1536451,0,1
1788837424,3073935428,1536956,0,1
1788837425,3074943716,1537460,0,1
1788837426,3075957708,1537967,0,1
1788837427,3076971489,1538474,0,1
1788837428,3077981745,1538979,0,1
1788837429,3078991281,1539484,0,1
1788837430,3080003902,1539990,0,1
1788837431,3081017971,1540497,0,1
1788837432,3082027551,1541002,0,1
1788837433,3083037748,1541507,0,1
1788837434,3084051859,1542014,0,1
1788837435,3085063399,1542520,0,1
1788837436,3086073606,1543025,0,1
1788837437,3087083936,1543530,0,1
1788837438,3088095665,1544036,0,1
1788837439,3089105301,1544541,0,1
1788837440,3090113878,1545045,0,1
1788837441,3091126024,1545551,0,1
1788837442,3092139919,1546058,0,1
1788837443,3093149389,1546563,0,1
1788837444,3094159836,1547068,0,1
