t,ts_us,scan_rate,rpm_master,rpm_follower,rpm_output,pos0,pos1,rev1,ferr1_cnt,ferr1_deg,engaged,ratio,sync_err_cnt,sync_err_deg,demo_auto,demo_speed,jog1,trip1,g_trip_fb,fault0,fault1,state0,state1,lockout,run_ok,ao1,ai1,valve_cmd_v,valve_fb_v,coupler_ok,servo_ok
32.02,60997378,499.4,0.0,-0.0,-0.0,-16,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
32.22,61199203,500.4,0.0,-0.0,-0.0,-20,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
32.42,61402799,501.0,-0.0,0.0,0.0,-16,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
32.62,61605123,499.2,0.0,0.0,0.0,-16,-28,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
32.82,61807044,500.2,-0.0,0.0,0.0,-12,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
33.02,62008916,500.3,0.0,0.0,0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
33.22,62211439,498.7,0.0,0.0,0.0,-12,-28,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
33.42,62412997,501.1,-0.0,-0.0,-0.0,-20,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
33.63,62615170,499.6,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
33.83,62817210,499.9,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
34.03,63020984,500.6,-0.0,0.0,0.0,-8,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
34.23,63223586,498.5,0.0,-0.0,-0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
34.43,63426975,501.5,-0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
34.63,63627420,498.9,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
34.83,63829149,500.7,-0.0,0.0,0.0,-12,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
35.03,64030890,500.6,0.0,-0.0,-0.0,-20,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
35.24,64231558,498.3,-0.0,0.0,0.0,-4,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
35.44,64433341,500.5,0.0,-0.0,-0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
35.64,64635034,500.8,0.0,0.0,0.0,-12,-28,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
35.84,64836700,500.8,-0.0,0.0,0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
36.04,65039206,498.8,0.0,0.0,0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
36.24,65240861,500.9,0.0,0.0,0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
36.44,65443163,499.3,0.0,0.0,0.0,-8,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
36.64,65645395,499.4,0.0,-0.0,-0.0,-20,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
36.85,65847410,500.0,0.0,0.0,0.0,-8,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
37.05,66050923,501.2,-0.0,-0.0,-0.0,-12,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
37.25,66151600,496.6,0.0,0.0,0.0,-4,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
37.45,66354933,501.6,-0.0,-0.0,-0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
37.65,66556871,500.2,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
37.85,66759207,499.2,-0.0,-0.0,-0.0,-16,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
38.05,66961085,500.3,0.0,0.0,0.0,-16,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
38.25,67163306,499.5,-0.0,0.0,0.0,-8,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
38.46,67367034,500.7,0.0,-0.0,-0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
38.66,67571007,500.1,-0.0,0.0,0.0,-12,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
38.86,67774902,500.3,0.0,0.0,0.0,-8,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
39.06,67978784,500.3,-0.0,-0.0,-0.0,-12,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
39.26,68181424,498.4,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
39.46,68385110,500.8,0.0,0.0,0.0,-8,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
39.66,68589040,500.2,0.0,-0.0,-0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
39.87,68791351,499.2,-0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
40.07,68994695,501.6,0.0,0.0,0.0,-12,-28,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
40.27,69197471,498.1,-0.0,0.0,0.0,-8,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
40.47,69400701,501.9,0.0,-0.0,-0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
40.67,69602900,499.5,0.0,-0.0,-0.0,-20,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
40.87,69803471,498.6,0.0,0.0,0.0,-4,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
41.07,70006946,501.3,-0.0,0.0,0.0,-4,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
41.27,70208973,499.9,0.0,-0.0,-0.0,-24,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
41.47,70410902,500.2,0.0,0.0,0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
41.67,70612700,500.5,0.0,-0.0,-0.0,-16,-28,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
41.88,70815095,499.0,-0.0,0.0,0.0,-8,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
42.08,71017352,499.4,-0.0,0.0,0.0,0,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
42.28,71220704,501.6,0.0,-0.0,-0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
42.48,71423492,498.1,0.0,0.0,0.0,-4,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
42.68,71625356,500.3,0.0,-0.0,-0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
42.88,71827480,499.7,-0.0,0.0,0.0,-12,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
43.08,72029524,499.9,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
43.28,72231290,500.6,-0.0,0.0,0.0,-8,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
43.48,72435542,499.4,0.0,-0.0,-0.0,-16,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
43.69,72637020,501.3,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
43.89,72841248,499.4,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
44.09,73042895,500.9,0.0,0.0,0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
44.29,73245655,498.1,-0.0,0.0,0.0,-8,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
44.49,73447339,500.8,0.0,0.0,0.0,-8,-28,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
44.69,73650820,501.3,-0.0,-0.0,-0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
44.89,73851215,499.0,-0.0,0.0,0.0,-8,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
45.09,74055042,500.4,0.0,-0.0,-0.0,-16,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
45.29,74257347,499.2,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
45.49,74461425,499.8,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
45.7,74664860,501.4,-0.0,0.0,0.0,-12,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
45.9,74865543,498.3,0.0,0.0,0.0,-8,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
46.1,75067314,500.6,-0.0,-0.0,-0.0,-12,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
46.3,75269087,500.6,0.0,0.0,0.0,-12,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
46.5,75473014,495.3,0.0,0.0,0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
46.7,75675271,499.4,-0.0,0.0,0.0,-8,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
46.9,75876695,501.4,0.0,0.0,0.0,-4,-28,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
47.1,76079503,498.0,-0.0,-0.0,-0.0,-12,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
47.3,76281628,499.7,0.0,0.0,0.0,-12,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
47.51,76483397,500.6,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
47.71,76685558,499.6,0.0,0.0,0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
47.91,76889294,500.6,-0.0,-0.0,-0.0,-16,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,0,1
48.11,77092888,501.0,-0.0,0.0,0.0,-12,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
48.31,77294886,500.0,0.0,0.0,0.0,-12,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
48.51,77495344,498.9,0.0,-0.0,-0.0,-20,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
48.71,77697312,500.1,-0.0,0.0,0.0,-4,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
48.91,77901033,500.7,0.0,-0.0,-0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
49.11,78105268,499.4,-0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
49.31,78306952,500.8,-0.0,0.0,0.0,-4,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
49.52,78509111,499.6,-0.0,-0.0,-0.0,-12,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
49.72,78711414,499.3,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
49.92,78915328,500.2,-0.0,-0.0,-0.0,-16,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
50.12,79117480,499.6,0.0,0.0,0.0,-12,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
50.32,79321547,499.8,0.0,-0.0,-0.0,-16,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
50.52,79525480,500.2,-0.0,0.0,0.0,-8,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
50.72,79627422,500.3,-0.0,-0.0,-0.0,-12,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
50.92,79831095,500.8,0.0,0.0,0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
51.12,80033440,499.1,0.0,0.0,0.0,-12,-28,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
51.32,80237193,500.6,-0.0,0.0,0.0,-12,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
51.53,80439634,498.9,0.0,0.0,0.0,-12,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
51.73,80643380,500.6,0.0,-0.0,-0.0,-16,-20,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
51.93,80845029,500.9,-0.0,0.0,0.0,-16,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
52.13,81046664,500.9,-0.0,0.0,0.0,-12,-48,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
52.33,81247137,498.8,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
52.53,81448662,501.2,0.0,0.0,0.0,-4,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
52.73,81651447,498.1,-0.0,-0.0,-0.0,-8,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
52.93,81853280,500.4,0.0,-0.0,-0.0,-12,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
53.13,82054795,501.2,0.0,-0.0,-0.0,-16,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
53.33,82255472,498.3,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
53.54,82457252,500.5,0.0,0.0,0.0,-12,-28,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
53.74,82659108,500.4,-0.0,0.0,0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
53.94,82861512,499.0,-0.0,0.0,0.0,-12,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
54.14,83063170,500.8,0.0,0.0,0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
54.34,83266933,500.6,0.0,0.0,0.0,-12,-28,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
54.54,83467303,499.1,-0.0,0.0,0.0,-8,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
54.74,83669080,500.6,0.0,-0.0,-0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
54.94,83871368,499.3,0.0,0.0,0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
55.14,84073071,500.7,0.0,0.0,0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
55.34,84275553,498.8,-0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
55.55,84477632,499.8,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
55.75,84681070,501.4,0.0,-0.0,-0.0,-16,-28,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
55.95,84881589,498.7,-0.0,0.0,0.0,-4,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
56.15,85085136,501.1,0.0,-0.0,-0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
56.35,85288809,500.8,-0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
56.55,85491071,499.4,-0.0,-0.0,-0.0,-20,-48,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
56.75,85693501,498.9,-0.0,0.0,0.0,-12,-52,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
56.95,85896872,501.5,0.0,0.0,0.0,-8,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
57.15,86099020,499.6,0.0,-0.0,-0.0,-12,-28,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
57.35,86301534,498.7,-0.0,0.0,0.0,-12,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
57.56,86504901,501.6,0.0,-0.0,-0.0,-16,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
57.76,86706761,500.3,0.0,0.0,0.0,-12,-28,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
57.96,86908934,499.6,-0.0,0.0,0.0,0,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
58.16,87110836,500.2,-0.0,-0.0,-0.0,-4,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
58.36,87312839,500.0,0.0,-0.0,-0.0,-20,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
58.56,87513337,498.8,0.0,0.0,0.0,-12,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
58.76,87715489,499.6,-0.0,0.0,0.0,-12,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
58.97,87917405,500.2,0.0,0.0,0.0,-8,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
59.17,88120901,501.2,0.0,-0.0,-0.0,-12,-28,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
59.37,88325063,499.6,-0.0,0.0,0.0,-12,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
59.57,88527065,500.0,-0.0,0.0,0.0,-4,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
59.77,88731017,500.1,0.0,-0.0,-0.0,-12,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
59.97,88933147,499.7,0.0,0.0,0.0,-8,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
60.17,89135273,499.7,0.0,-0.0,-0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
60.37,89338739,501.3,-0.0,0.0,0.0,-12,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
60.57,89541068,499.2,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
60.77,89742815,500.6,-0.0,0.0,0.0,-12,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
60.98,89943452,498.4,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
61.18,90146794,501.6,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
61.38,90348726,500.2,-0.0,0.0,0.0,-12,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
61.58,90549369,498.4,0.0,0.0,0.0,-12,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
61.78,90751048,500.8,-0.0,0.0,0.0,-12,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
61.98,90952998,500.1,0.0,0.0,0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
62.18,91155392,499.0,-0.0,-0.0,-0.0,-16,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
62.38,91359213,500.4,0.0,0.0,0.0,-16,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
62.58,91561083,500.3,0.0,0.0,0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
62.78,91763313,499.4,-0.0,-0.0,-0.0,-16,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
62.99,91967234,500.2,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
63.19,92169309,499.8,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
63.39,92372902,501.0,-0.0,0.0,0.0,-4,-44,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
63.59,92574832,500.2,0.0,-0.0,-0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
63.79,92777155,499.2,-0.0,-0.0,-0.0,-20,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
63.99,92979581,498.9,0.0,0.0,0.0,-12,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
64.19,93183093,501.2,0.0,0.0,0.0,-12,-32,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
64.39,93385437,499.1,-0.0,0.0,0.0,-12,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
64.6,93587220,500.5,0.0,0.0,0.0,-12,-36,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
64.8,93789517,499.3,-0.0,0.0,0.0,-12,-40,0.0,0,0.0,0,,,,0,0,0,0,0,0,0,2,2,1,0,12,0,0.004,0.0,0,1
